track_id,fragment_id,wav_path,class,label
122__[gac][nod][cou_fol]0715__2,122__[gac][nod][cou_fol]0715__2,IRMAS-TrainingData\gac\122__[gac][nod][cou_fol]0715__2.wav,Acoustic Guitar,1
[gac][pop_roc]0646__2,[gac][pop_roc]0646__2,IRMAS-TrainingData\gac\[gac][pop_roc]0646__2.wav,Acoustic Guitar,1
[gac][cla]0662__3,[gac][cla]0662__3,IRMAS-TrainingData\gac\[gac][cla]0662__3.wav,Acoustic Guitar,1
[gac][cla]0633__1,[gac][cla]0633__1,IRMAS-TrainingData\gac\[gac][cla]0633__1.wav,Acoustic Guitar,1
[gac][pop_roc]0643__1,[gac][pop_roc]0643__1,IRMAS-TrainingData\gac\[gac][pop_roc]0643__1.wav,Acoustic Guitar,1
[gac][cla]0596__2,[gac][cla]0596__2,IRMAS-TrainingData\gac\[gac][cla]0596__2.wav,Acoustic Guitar,1
[gac][cla]0579__3,[gac][cla]0579__3,IRMAS-TrainingData\gac\[gac][cla]0579__3.wav,Acoustic Guitar,1
[gac][pop_roc]0602__2,[gac][pop_roc]0602__2,IRMAS-TrainingData\gac\[gac][pop_roc]0602__2.wav,Acoustic Guitar,1
[gac][pop_roc]0589__1,[gac][pop_roc]0589__1,IRMAS-TrainingData\gac\[gac][pop_roc]0589__1.wav,Acoustic Guitar,1
[gac][pop_roc]0620__1,[gac][pop_roc]0620__1,IRMAS-TrainingData\gac\[gac][pop_roc]0620__1.wav,Acoustic Guitar,1
[gac][cla]0540__2,[gac][cla]0540__2,IRMAS-TrainingData\gac\[gac][cla]0540__2.wav,Acoustic Guitar,1
[gac][pop_roc]0693__3,[gac][pop_roc]0693__3,IRMAS-TrainingData\gac\[gac][pop_roc]0693__3.wav,Acoustic Guitar,1
046__[gac][dru][cou_fol]0709__2,046__[gac][dru][cou_fol]0709__2,IRMAS-TrainingData\gac\046__[gac][dru][cou_fol]0709__2.wav,Acoustic Guitar,1
[gac][pop_roc]0520__3,[gac][pop_roc]0520__3,IRMAS-TrainingData\gac\[gac][pop_roc]0520__3.wav,Acoustic Guitar,1
[gac][cla]0526__2,[gac][cla]0526__2,IRMAS-TrainingData\gac\[gac][cla]0526__2.wav,Acoustic Guitar,1
[gac][pop_roc]0679__3,[gac][pop_roc]0679__3,IRMAS-TrainingData\gac\[gac][pop_roc]0679__3.wav,Acoustic Guitar,1
[gac][cla]0588__3,[gac][cla]0588__3,IRMAS-TrainingData\gac\[gac][cla]0588__3.wav,Acoustic Guitar,1
[gac][cla]0562__1,[gac][cla]0562__1,IRMAS-TrainingData\gac\[gac][cla]0562__1.wav,Acoustic Guitar,1
[gac][pop_roc]0617__3,[gac][pop_roc]0617__3,IRMAS-TrainingData\gac\[gac][pop_roc]0617__3.wav,Acoustic Guitar,1
110__[gac][nod][cou_fol]0771__1,110__[gac][nod][cou_fol]0771__1,IRMAS-TrainingData\gac\110__[gac][nod][cou_fol]0771__1.wav,Acoustic Guitar,1
[gac][pop_roc]0655__1,[gac][pop_roc]0655__1,IRMAS-TrainingData\gac\[gac][pop_roc]0655__1.wav,Acoustic Guitar,1
[gac][pop_roc]0576__1,[gac][pop_roc]0576__1,IRMAS-TrainingData\gac\[gac][pop_roc]0576__1.wav,Acoustic Guitar,1
[gac][pop_roc]0657__1,[gac][pop_roc]0657__1,IRMAS-TrainingData\gac\[gac][pop_roc]0657__1.wav,Acoustic Guitar,1
[gac][pop_roc]0679__1,[gac][pop_roc]0679__1,IRMAS-TrainingData\gac\[gac][pop_roc]0679__1.wav,Acoustic Guitar,1
[gac][jaz_blu]0640__3,[gac][jaz_blu]0640__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0640__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0536__3,[gac][jaz_blu]0536__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0536__3.wav,Acoustic Guitar,1
[gac][pop_roc]0698__3,[gac][pop_roc]0698__3,IRMAS-TrainingData\gac\[gac][pop_roc]0698__3.wav,Acoustic Guitar,1
[gac][pop_roc]0534__1,[gac][pop_roc]0534__1,IRMAS-TrainingData\gac\[gac][pop_roc]0534__1.wav,Acoustic Guitar,1
[gac][pop_roc]0611__1,[gac][pop_roc]0611__1,IRMAS-TrainingData\gac\[gac][pop_roc]0611__1.wav,Acoustic Guitar,1
[gac][jaz_blu]0549__2,[gac][jaz_blu]0549__2,IRMAS-TrainingData\gac\[gac][jaz_blu]0549__2.wav,Acoustic Guitar,1
[gac][cla]0590__1,[gac][cla]0590__1,IRMAS-TrainingData\gac\[gac][cla]0590__1.wav,Acoustic Guitar,1
[gac][pop_roc]0646__1,[gac][pop_roc]0646__1,IRMAS-TrainingData\gac\[gac][pop_roc]0646__1.wav,Acoustic Guitar,1
051__[gac][dru][pop_roc]0624__1,051__[gac][dru][pop_roc]0624__1,IRMAS-TrainingData\gac\051__[gac][dru][pop_roc]0624__1.wav,Acoustic Guitar,1
159__[gac][nod][cou_fol]0718__2,159__[gac][nod][cou_fol]0718__2,IRMAS-TrainingData\gac\159__[gac][nod][cou_fol]0718__2.wav,Acoustic Guitar,1
[gac][pop_roc]0621__1,[gac][pop_roc]0621__1,IRMAS-TrainingData\gac\[gac][pop_roc]0621__1.wav,Acoustic Guitar,1
[gac][pop_roc]0695__3,[gac][pop_roc]0695__3,IRMAS-TrainingData\gac\[gac][pop_roc]0695__3.wav,Acoustic Guitar,1
218__[gac][nod][cou_fol]0768__1,218__[gac][nod][cou_fol]0768__1,IRMAS-TrainingData\gac\218__[gac][nod][cou_fol]0768__1.wav,Acoustic Guitar,1
[gac][jaz_blu]0593__2,[gac][jaz_blu]0593__2,IRMAS-TrainingData\gac\[gac][jaz_blu]0593__2.wav,Acoustic Guitar,1
[gac][pop_roc]0720__2,[gac][pop_roc]0720__2,IRMAS-TrainingData\gac\[gac][pop_roc]0720__2.wav,Acoustic Guitar,1
052__[gac][nod][cou_fol]0769__3,052__[gac][nod][cou_fol]0769__3,IRMAS-TrainingData\gac\052__[gac][nod][cou_fol]0769__3.wav,Acoustic Guitar,1
158__[gac][nod][cou_fol]0766__1,158__[gac][nod][cou_fol]0766__1,IRMAS-TrainingData\gac\158__[gac][nod][cou_fol]0766__1.wav,Acoustic Guitar,1
[gac][jaz_blu]0603__1,[gac][jaz_blu]0603__1,IRMAS-TrainingData\gac\[gac][jaz_blu]0603__1.wav,Acoustic Guitar,1
[gac][cla]0661__1,[gac][cla]0661__1,IRMAS-TrainingData\gac\[gac][cla]0661__1.wav,Acoustic Guitar,1
[gac][cla]0595__2,[gac][cla]0595__2,IRMAS-TrainingData\gac\[gac][cla]0595__2.wav,Acoustic Guitar,1
[gac][pop_roc]0690__2,[gac][pop_roc]0690__2,IRMAS-TrainingData\gac\[gac][pop_roc]0690__2.wav,Acoustic Guitar,1
[gac][pop_roc]0580__2,[gac][pop_roc]0580__2,IRMAS-TrainingData\gac\[gac][pop_roc]0580__2.wav,Acoustic Guitar,1
[gac][cla]0585__1,[gac][cla]0585__1,IRMAS-TrainingData\gac\[gac][cla]0585__1.wav,Acoustic Guitar,1
[gac][cla]0661__2,[gac][cla]0661__2,IRMAS-TrainingData\gac\[gac][cla]0661__2.wav,Acoustic Guitar,1
[gac][jaz_blu]0607__3,[gac][jaz_blu]0607__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0607__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0538__1,[gac][jaz_blu]0538__1,IRMAS-TrainingData\gac\[gac][jaz_blu]0538__1.wav,Acoustic Guitar,1
[gac][pop_roc]0646__3,[gac][pop_roc]0646__3,IRMAS-TrainingData\gac\[gac][pop_roc]0646__3.wav,Acoustic Guitar,1
[gac][cla]0619__2,[gac][cla]0619__2,IRMAS-TrainingData\gac\[gac][cla]0619__2.wav,Acoustic Guitar,1
[gac][pop_roc]0628__2,[gac][pop_roc]0628__2,IRMAS-TrainingData\gac\[gac][pop_roc]0628__2.wav,Acoustic Guitar,1
[gac][jaz_blu]0587__3,[gac][jaz_blu]0587__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0587__3.wav,Acoustic Guitar,1
[gac][cla]0526__1,[gac][cla]0526__1,IRMAS-TrainingData\gac\[gac][cla]0526__1.wav,Acoustic Guitar,1
[gac][pop_roc]0691__2,[gac][pop_roc]0691__2,IRMAS-TrainingData\gac\[gac][pop_roc]0691__2.wav,Acoustic Guitar,1
054__[gac][dru][cou_fol]0763__3,054__[gac][dru][cou_fol]0763__3,IRMAS-TrainingData\gac\054__[gac][dru][cou_fol]0763__3.wav,Acoustic Guitar,1
[gac][pop_roc]0687__3,[gac][pop_roc]0687__3,IRMAS-TrainingData\gac\[gac][pop_roc]0687__3.wav,Acoustic Guitar,1
[gac][pop_roc]0724__2,[gac][pop_roc]0724__2,IRMAS-TrainingData\gac\[gac][pop_roc]0724__2.wav,Acoustic Guitar,1
014__[gac][nod][cou_fol]0770__1,014__[gac][nod][cou_fol]0770__1,IRMAS-TrainingData\gac\014__[gac][nod][cou_fol]0770__1.wav,Acoustic Guitar,1
[gac][jaz_blu]0539__3,[gac][jaz_blu]0539__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0539__3.wav,Acoustic Guitar,1
[gac][pop_roc]0594__3,[gac][pop_roc]0594__3,IRMAS-TrainingData\gac\[gac][pop_roc]0594__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0549__3,[gac][jaz_blu]0549__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0549__3.wav,Acoustic Guitar,1
[gac][pop_roc]0701__3,[gac][pop_roc]0701__3,IRMAS-TrainingData\gac\[gac][pop_roc]0701__3.wav,Acoustic Guitar,1
[gac][pop_roc]0556__3,[gac][pop_roc]0556__3,IRMAS-TrainingData\gac\[gac][pop_roc]0556__3.wav,Acoustic Guitar,1
[gac][pop_roc]0564__3,[gac][pop_roc]0564__3,IRMAS-TrainingData\gac\[gac][pop_roc]0564__3.wav,Acoustic Guitar,1
[gac][pop_roc]0564__1,[gac][pop_roc]0564__1,IRMAS-TrainingData\gac\[gac][pop_roc]0564__1.wav,Acoustic Guitar,1
[gac][pop_roc]0522__3,[gac][pop_roc]0522__3,IRMAS-TrainingData\gac\[gac][pop_roc]0522__3.wav,Acoustic Guitar,1
[gac][cla]0527__1,[gac][cla]0527__1,IRMAS-TrainingData\gac\[gac][cla]0527__1.wav,Acoustic Guitar,1
[gac][cla]0608__3,[gac][cla]0608__3,IRMAS-TrainingData\gac\[gac][cla]0608__3.wav,Acoustic Guitar,1
[gac][cla]0659__2,[gac][cla]0659__2,IRMAS-TrainingData\gac\[gac][cla]0659__2.wav,Acoustic Guitar,1
[gac][pop_roc]0655__2,[gac][pop_roc]0655__2,IRMAS-TrainingData\gac\[gac][pop_roc]0655__2.wav,Acoustic Guitar,1
[gac][pop_roc]0684__2,[gac][pop_roc]0684__2,IRMAS-TrainingData\gac\[gac][pop_roc]0684__2.wav,Acoustic Guitar,1
[gac][pop_roc]0647__3,[gac][pop_roc]0647__3,IRMAS-TrainingData\gac\[gac][pop_roc]0647__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0637__3,[gac][jaz_blu]0637__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0637__3.wav,Acoustic Guitar,1
[gac][pop_roc]0737__3,[gac][pop_roc]0737__3,IRMAS-TrainingData\gac\[gac][pop_roc]0737__3.wav,Acoustic Guitar,1
[gac][pop_roc]0521__2,[gac][pop_roc]0521__2,IRMAS-TrainingData\gac\[gac][pop_roc]0521__2.wav,Acoustic Guitar,1
[gac][pop_roc]0614__1,[gac][pop_roc]0614__1,IRMAS-TrainingData\gac\[gac][pop_roc]0614__1.wav,Acoustic Guitar,1
168__[gac][dru][cou_fol]0674__3,168__[gac][dru][cou_fol]0674__3,IRMAS-TrainingData\gac\168__[gac][dru][cou_fol]0674__3.wav,Acoustic Guitar,1
[gac][pop_roc]0622__1,[gac][pop_roc]0622__1,IRMAS-TrainingData\gac\[gac][pop_roc]0622__1.wav,Acoustic Guitar,1
[gac][cla]0575__3,[gac][cla]0575__3,IRMAS-TrainingData\gac\[gac][cla]0575__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0536__2,[gac][jaz_blu]0536__2,IRMAS-TrainingData\gac\[gac][jaz_blu]0536__2.wav,Acoustic Guitar,1
[gac][pop_roc]0687__1,[gac][pop_roc]0687__1,IRMAS-TrainingData\gac\[gac][pop_roc]0687__1.wav,Acoustic Guitar,1
[gac][pop_roc]0696__1,[gac][pop_roc]0696__1,IRMAS-TrainingData\gac\[gac][pop_roc]0696__1.wav,Acoustic Guitar,1
[gac][pop_roc]0733__1,[gac][pop_roc]0733__1,IRMAS-TrainingData\gac\[gac][pop_roc]0733__1.wav,Acoustic Guitar,1
[gac][cla]0588__2,[gac][cla]0588__2,IRMAS-TrainingData\gac\[gac][cla]0588__2.wav,Acoustic Guitar,1
[gac][cla]0633__3,[gac][cla]0633__3,IRMAS-TrainingData\gac\[gac][cla]0633__3.wav,Acoustic Guitar,1
[gac][pop_roc]0545__3,[gac][pop_roc]0545__3,IRMAS-TrainingData\gac\[gac][pop_roc]0545__3.wav,Acoustic Guitar,1
[gac][pop_roc]0692__1,[gac][pop_roc]0692__1,IRMAS-TrainingData\gac\[gac][pop_roc]0692__1.wav,Acoustic Guitar,1
[gac][pop_roc]0697__1,[gac][pop_roc]0697__1,IRMAS-TrainingData\gac\[gac][pop_roc]0697__1.wav,Acoustic Guitar,1
170__[gac][nod][pop_roc]0628__2,170__[gac][nod][pop_roc]0628__2,IRMAS-TrainingData\gac\170__[gac][nod][pop_roc]0628__2.wav,Acoustic Guitar,1
[gac][pop_roc]0669__1,[gac][pop_roc]0669__1,IRMAS-TrainingData\gac\[gac][pop_roc]0669__1.wav,Acoustic Guitar,1
[gac][pop_roc]0689__1,[gac][pop_roc]0689__1,IRMAS-TrainingData\gac\[gac][pop_roc]0689__1.wav,Acoustic Guitar,1
[gac][pop_roc]0618__1,[gac][pop_roc]0618__1,IRMAS-TrainingData\gac\[gac][pop_roc]0618__1.wav,Acoustic Guitar,1
[gac][cla]0615__2,[gac][cla]0615__2,IRMAS-TrainingData\gac\[gac][cla]0615__2.wav,Acoustic Guitar,1
[gac][pop_roc]0525__3,[gac][pop_roc]0525__3,IRMAS-TrainingData\gac\[gac][pop_roc]0525__3.wav,Acoustic Guitar,1
[gac][pop_roc]0567__1,[gac][pop_roc]0567__1,IRMAS-TrainingData\gac\[gac][pop_roc]0567__1.wav,Acoustic Guitar,1
202__[gac][dru][cou_fol]0673__2,202__[gac][dru][cou_fol]0673__2,IRMAS-TrainingData\gac\202__[gac][dru][cou_fol]0673__2.wav,Acoustic Guitar,1
[gac][pop_roc]0690__3,[gac][pop_roc]0690__3,IRMAS-TrainingData\gac\[gac][pop_roc]0690__3.wav,Acoustic Guitar,1
[gac][pop_roc]0706__2,[gac][pop_roc]0706__2,IRMAS-TrainingData\gac\[gac][pop_roc]0706__2.wav,Acoustic Guitar,1
[gac][cla]0579__1,[gac][cla]0579__1,IRMAS-TrainingData\gac\[gac][cla]0579__1.wav,Acoustic Guitar,1
[gac][cla]0634__1,[gac][cla]0634__1,IRMAS-TrainingData\gac\[gac][cla]0634__1.wav,Acoustic Guitar,1
[gac][jaz_blu]0566__2,[gac][jaz_blu]0566__2,IRMAS-TrainingData\gac\[gac][jaz_blu]0566__2.wav,Acoustic Guitar,1
[gac][pop_roc]0627__1,[gac][pop_roc]0627__1,IRMAS-TrainingData\gac\[gac][pop_roc]0627__1.wav,Acoustic Guitar,1
[gac][cla]0579__2,[gac][cla]0579__2,IRMAS-TrainingData\gac\[gac][cla]0579__2.wav,Acoustic Guitar,1
[gac][cla]0563__2,[gac][cla]0563__2,IRMAS-TrainingData\gac\[gac][cla]0563__2.wav,Acoustic Guitar,1
[gac][cla]0529__2,[gac][cla]0529__2,IRMAS-TrainingData\gac\[gac][cla]0529__2.wav,Acoustic Guitar,1
[gac][pop_roc]0618__3,[gac][pop_roc]0618__3,IRMAS-TrainingData\gac\[gac][pop_roc]0618__3.wav,Acoustic Guitar,1
[gac][pop_roc]0642__3,[gac][pop_roc]0642__3,IRMAS-TrainingData\gac\[gac][pop_roc]0642__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0593__1,[gac][jaz_blu]0593__1,IRMAS-TrainingData\gac\[gac][jaz_blu]0593__1.wav,Acoustic Guitar,1
[gac][pop_roc]0630__3,[gac][pop_roc]0630__3,IRMAS-TrainingData\gac\[gac][pop_roc]0630__3.wav,Acoustic Guitar,1
[gac][pop_roc]0520__1,[gac][pop_roc]0520__1,IRMAS-TrainingData\gac\[gac][pop_roc]0520__1.wav,Acoustic Guitar,1
[gac][cla]0586__2,[gac][cla]0586__2,IRMAS-TrainingData\gac\[gac][cla]0586__2.wav,Acoustic Guitar,1
[gac][cla]0666__2,[gac][cla]0666__2,IRMAS-TrainingData\gac\[gac][cla]0666__2.wav,Acoustic Guitar,1
[gac][cla]0662__2,[gac][cla]0662__2,IRMAS-TrainingData\gac\[gac][cla]0662__2.wav,Acoustic Guitar,1
[gac][pop_roc]0580__1,[gac][pop_roc]0580__1,IRMAS-TrainingData\gac\[gac][pop_roc]0580__1.wav,Acoustic Guitar,1
[gac][pop_roc]0525__2,[gac][pop_roc]0525__2,IRMAS-TrainingData\gac\[gac][pop_roc]0525__2.wav,Acoustic Guitar,1
[gac][pop_roc]0702__1,[gac][pop_roc]0702__1,IRMAS-TrainingData\gac\[gac][pop_roc]0702__1.wav,Acoustic Guitar,1
[gac][pop_roc]0630__2,[gac][pop_roc]0630__2,IRMAS-TrainingData\gac\[gac][pop_roc]0630__2.wav,Acoustic Guitar,1
[gac][pop_roc]0686__2,[gac][pop_roc]0686__2,IRMAS-TrainingData\gac\[gac][pop_roc]0686__2.wav,Acoustic Guitar,1
[gac][pop_roc]0560__3,[gac][pop_roc]0560__3,IRMAS-TrainingData\gac\[gac][pop_roc]0560__3.wav,Acoustic Guitar,1
200__[gac][nod][cou_fol]0714__2,200__[gac][nod][cou_fol]0714__2,IRMAS-TrainingData\gac\200__[gac][nod][cou_fol]0714__2.wav,Acoustic Guitar,1
[gac][pop_roc]0669__2,[gac][pop_roc]0669__2,IRMAS-TrainingData\gac\[gac][pop_roc]0669__2.wav,Acoustic Guitar,1
133__[gac][dru][jaz_blu]0808__1,133__[gac][dru][jaz_blu]0808__1,IRMAS-TrainingData\gac\133__[gac][dru][jaz_blu]0808__1.wav,Acoustic Guitar,1
[gac][cla]0563__1,[gac][cla]0563__1,IRMAS-TrainingData\gac\[gac][cla]0563__1.wav,Acoustic Guitar,1
[gac][jaz_blu]0538__3,[gac][jaz_blu]0538__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0538__3.wav,Acoustic Guitar,1
[gac][pop_roc]0616__3,[gac][pop_roc]0616__3,IRMAS-TrainingData\gac\[gac][pop_roc]0616__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0639__2,[gac][jaz_blu]0639__2,IRMAS-TrainingData\gac\[gac][jaz_blu]0639__2.wav,Acoustic Guitar,1
[gac][jaz_blu]0637__1,[gac][jaz_blu]0637__1,IRMAS-TrainingData\gac\[gac][jaz_blu]0637__1.wav,Acoustic Guitar,1
[gac][cla]0590__3,[gac][cla]0590__3,IRMAS-TrainingData\gac\[gac][cla]0590__3.wav,Acoustic Guitar,1
137__[gac][nod][cou_fol]0717__2,137__[gac][nod][cou_fol]0717__2,IRMAS-TrainingData\gac\137__[gac][nod][cou_fol]0717__2.wav,Acoustic Guitar,1
[gac][pop_roc]0567__2,[gac][pop_roc]0567__2,IRMAS-TrainingData\gac\[gac][pop_roc]0567__2.wav,Acoustic Guitar,1
[gac][cla]0542__3,[gac][cla]0542__3,IRMAS-TrainingData\gac\[gac][cla]0542__3.wav,Acoustic Guitar,1
[gac][pop_roc]0525__1,[gac][pop_roc]0525__1,IRMAS-TrainingData\gac\[gac][pop_roc]0525__1.wav,Acoustic Guitar,1
[gac][pop_roc]0697__2,[gac][pop_roc]0697__2,IRMAS-TrainingData\gac\[gac][pop_roc]0697__2.wav,Acoustic Guitar,1
[gac][cla]0540__1,[gac][cla]0540__1,IRMAS-TrainingData\gac\[gac][cla]0540__1.wav,Acoustic Guitar,1
[gac][cla]0527__2,[gac][cla]0527__2,IRMAS-TrainingData\gac\[gac][cla]0527__2.wav,Acoustic Guitar,1
[gac][pop_roc]0722__1,[gac][pop_roc]0722__1,IRMAS-TrainingData\gac\[gac][pop_roc]0722__1.wav,Acoustic Guitar,1
[gac][pop_roc]0669__3,[gac][pop_roc]0669__3,IRMAS-TrainingData\gac\[gac][pop_roc]0669__3.wav,Acoustic Guitar,1
068__[gac][nod][cou_fol]0774__1,068__[gac][nod][cou_fol]0774__1,IRMAS-TrainingData\gac\068__[gac][nod][cou_fol]0774__1.wav,Acoustic Guitar,1
[gac][cla]0551__2,[gac][cla]0551__2,IRMAS-TrainingData\gac\[gac][cla]0551__2.wav,Acoustic Guitar,1
[gac][jaz_blu]0523__1,[gac][jaz_blu]0523__1,IRMAS-TrainingData\gac\[gac][jaz_blu]0523__1.wav,Acoustic Guitar,1
[gac][jaz_blu]0613__2,[gac][jaz_blu]0613__2,IRMAS-TrainingData\gac\[gac][jaz_blu]0613__2.wav,Acoustic Guitar,1
110__[gac][nod][cou_fol]0771__3,110__[gac][nod][cou_fol]0771__3,IRMAS-TrainingData\gac\110__[gac][nod][cou_fol]0771__3.wav,Acoustic Guitar,1
[gac][cla]0664__3,[gac][cla]0664__3,IRMAS-TrainingData\gac\[gac][cla]0664__3.wav,Acoustic Guitar,1
[gac][cla]0635__3,[gac][cla]0635__3,IRMAS-TrainingData\gac\[gac][cla]0635__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0638__3,[gac][jaz_blu]0638__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0638__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0587__2,[gac][jaz_blu]0587__2,IRMAS-TrainingData\gac\[gac][jaz_blu]0587__2.wav,Acoustic Guitar,1
[gac][cla]0526__3,[gac][cla]0526__3,IRMAS-TrainingData\gac\[gac][cla]0526__3.wav,Acoustic Guitar,1
[gac][pop_roc]0606__1,[gac][pop_roc]0606__1,IRMAS-TrainingData\gac\[gac][pop_roc]0606__1.wav,Acoustic Guitar,1
[gac][cla]0619__1,[gac][cla]0619__1,IRMAS-TrainingData\gac\[gac][cla]0619__1.wav,Acoustic Guitar,1
[gac][jaz_blu]0532__2,[gac][jaz_blu]0532__2,IRMAS-TrainingData\gac\[gac][jaz_blu]0532__2.wav,Acoustic Guitar,1
[gac][pop_roc]0652__1,[gac][pop_roc]0652__1,IRMAS-TrainingData\gac\[gac][pop_roc]0652__1.wav,Acoustic Guitar,1
[gac][cla]0551__1,[gac][cla]0551__1,IRMAS-TrainingData\gac\[gac][cla]0551__1.wav,Acoustic Guitar,1
[gac][pop_roc]0736__2,[gac][pop_roc]0736__2,IRMAS-TrainingData\gac\[gac][pop_roc]0736__2.wav,Acoustic Guitar,1
[gac][pop_roc]0584__1,[gac][pop_roc]0584__1,IRMAS-TrainingData\gac\[gac][pop_roc]0584__1.wav,Acoustic Guitar,1
[gac][pop_roc]0537__3,[gac][pop_roc]0537__3,IRMAS-TrainingData\gac\[gac][pop_roc]0537__3.wav,Acoustic Guitar,1
014__[gac][nod][cou_fol]0770__3,014__[gac][nod][cou_fol]0770__3,IRMAS-TrainingData\gac\014__[gac][nod][cou_fol]0770__3.wav,Acoustic Guitar,1
154__[gac][nod][cou_fol]0765__3,154__[gac][nod][cou_fol]0765__3,IRMAS-TrainingData\gac\154__[gac][nod][cou_fol]0765__3.wav,Acoustic Guitar,1
[gac][cla]0658__2,[gac][cla]0658__2,IRMAS-TrainingData\gac\[gac][cla]0658__2.wav,Acoustic Guitar,1
[gac][cla]0533__1,[gac][cla]0533__1,IRMAS-TrainingData\gac\[gac][cla]0533__1.wav,Acoustic Guitar,1
202__[gac][dru][cou_fol]0673__3,202__[gac][dru][cou_fol]0673__3,IRMAS-TrainingData\gac\202__[gac][dru][cou_fol]0673__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0539__2,[gac][jaz_blu]0539__2,IRMAS-TrainingData\gac\[gac][jaz_blu]0539__2.wav,Acoustic Guitar,1
[gac][cla]0666__1,[gac][cla]0666__1,IRMAS-TrainingData\gac\[gac][cla]0666__1.wav,Acoustic Guitar,1
[gac][pop_roc]0685__1,[gac][pop_roc]0685__1,IRMAS-TrainingData\gac\[gac][pop_roc]0685__1.wav,Acoustic Guitar,1
[gac][jaz_blu]0574__1,[gac][jaz_blu]0574__1,IRMAS-TrainingData\gac\[gac][jaz_blu]0574__1.wav,Acoustic Guitar,1
[gac][cla]0552__1,[gac][cla]0552__1,IRMAS-TrainingData\gac\[gac][cla]0552__1.wav,Acoustic Guitar,1
168__[gac][dru][cou_fol]0674__2,168__[gac][dru][cou_fol]0674__2,IRMAS-TrainingData\gac\168__[gac][dru][cou_fol]0674__2.wav,Acoustic Guitar,1
[gac][pop_roc]0557__3,[gac][pop_roc]0557__3,IRMAS-TrainingData\gac\[gac][pop_roc]0557__3.wav,Acoustic Guitar,1
174__[gac][nod][cou_fol]0716__2,174__[gac][nod][cou_fol]0716__2,IRMAS-TrainingData\gac\174__[gac][nod][cou_fol]0716__2.wav,Acoustic Guitar,1
[gac][pop_roc]0546__3,[gac][pop_roc]0546__3,IRMAS-TrainingData\gac\[gac][pop_roc]0546__3.wav,Acoustic Guitar,1
[gac][pop_roc]0611__2,[gac][pop_roc]0611__2,IRMAS-TrainingData\gac\[gac][pop_roc]0611__2.wav,Acoustic Guitar,1
[gac][pop_roc]0720__3,[gac][pop_roc]0720__3,IRMAS-TrainingData\gac\[gac][pop_roc]0720__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0574__2,[gac][jaz_blu]0574__2,IRMAS-TrainingData\gac\[gac][jaz_blu]0574__2.wav,Acoustic Guitar,1
[gac][jaz_blu]0598__3,[gac][jaz_blu]0598__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0598__3.wav,Acoustic Guitar,1
[gac][cla]0585__3,[gac][cla]0585__3,IRMAS-TrainingData\gac\[gac][cla]0585__3.wav,Acoustic Guitar,1
[gac][pop_roc]0578__3,[gac][pop_roc]0578__3,IRMAS-TrainingData\gac\[gac][pop_roc]0578__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0613__3,[gac][jaz_blu]0613__3,IRMAS-TrainingData\gac\[gac][jaz_blu]0613__3.wav,Acoustic Guitar,1
[gac][jaz_blu]0536__1,[gac][jaz_blu]0536__1,IRMAS-TrainingData\gac\[gac][jaz_blu]0536__1.wav,Acoustic Guitar,1
[vio][jaz_blu]2273__3,[vio][jaz_blu]2273__3,IRMAS-TrainingData\vio\[vio][jaz_blu]2273__3.wav,Violin,2
[vio][pop_roc]2252__2,[vio][pop_roc]2252__2,IRMAS-TrainingData\vio\[vio][pop_roc]2252__2.wav,Violin,2
[vio][pop_roc]2101__2,[vio][pop_roc]2101__2,IRMAS-TrainingData\vio\[vio][pop_roc]2101__2.wav,Violin,2
171__[vio][nod][cou_fol]2195__2,171__[vio][nod][cou_fol]2195__2,IRMAS-TrainingData\vio\171__[vio][nod][cou_fol]2195__2.wav,Violin,2
[vio][pop_roc]2128__2,[vio][pop_roc]2128__2,IRMAS-TrainingData\vio\[vio][pop_roc]2128__2.wav,Violin,2
[vio][pop_roc]2105__3,[vio][pop_roc]2105__3,IRMAS-TrainingData\vio\[vio][pop_roc]2105__3.wav,Violin,2
[vio][cla]2265__1,[vio][cla]2265__1,IRMAS-TrainingData\vio\[vio][cla]2265__1.wav,Violin,2
